,_id,category_code,city,country_code,founded_year,geopoint,latitude,longitude,name,number_of_employees,type,companies200,companies500,companies1000,companies2000,employees200,employees500,employees1000,employees2000
0,5cd453a1e74b56f50369c6e3,web,New York,USA,2005,"{'type': 'Point', 'coordinates': [-73.9964312, 40.7237306]}",40.7237306,-73.9964312,Wetpaint,47,startup,1,2,9,28,47,53,230,431
1,5cd453a1e74b56f50369c6e4,games_video,San Francisco,USA,2006,"{'type': 'Point', 'coordinates': [-122.409173, 37.788482]}",37.788482,-122.409173,Kyte,40,startup,2,5,23,85,55,71,252,2178
2,5cd453a1e74b56f50369c6e5,web,Pleasanton,USA,2005,"{'type': 'Point', 'coordinates': [-121.907768, 37.697805]}",37.697805,-121.907768,Jangl SMS,22,startup,1,1,2,2,22,22,1622,1622
3,5cd453a1e74b56f50369c6e6,games_video,Los Angeles,USA,2006,"{'type': 'Point', 'coordinates': [-118.254558, 34.051409]}",34.051409,-118.254558,Stickam,35,startup,1,2,2,8,35,70,70,167
4,5cd453a1e74b56f50369c6e7,games_video,San Bruno,USA,2005,"{'type': 'Point', 'coordinates': [-122.426804, 37.627971]}",37.627971,-122.426804,YouTube,0,startup,1,1,1,1,0,0,0,0
5,5cd453a1e74b56f50369c6e8,games_video,NYC,USA,2007,"{'type': 'Point', 'coordinates': [-74.3372, 40.801358]}",40.801358,-74.3372,AdaptiveBlue,15,startup,1,1,1,1,15,15,15,15
6,5cd453a1e74b56f50369c6e9,web,West Hollywood,USA,2006,"{'type': 'Point', 'coordinates': [-118.393064, 34.090368]}",34.090368,-118.393064,Geni,18,startup,1,1,1,3,18,18,18,25
7,5cd453a1e74b56f50369c6ea,web,Culver City,USA,2007,"{'type': 'Point', 'coordinates': [-118.487267, 34.017606]}",34.017606,-118.487267,Mahalo,40,startup,1,1,4,10,40,40,88,149
8,5cd453a1e74b56f50369c6eb,web,San Francisco,USA,2007,"{'type': 'Point', 'coordinates': [-122.397224, 37.762541]}",37.762541,-122.397224,Pownce,6,startup,1,2,4,22,6,9,21,200
9,5cd453a1e74b56f50369c6ec,games_video,San Francisco,USA,2006,"{'type': 'Point', 'coordinates': [-122.393913, 37.780716]}",37.780716,-122.393913,CastTV,0,startup,5,14,27,57,78,188,350,689
10,5cd453a1e74b56f50369c6ed,web,Agoura Hills,USA,2005,"{'type': 'Point', 'coordinates': [-118.756618, 34.155211]}",34.155211,-118.756618,ClipBlast!,15,startup,1,1,1,3,15,15,15,37
11,5cd453a1e74b56f50369c6ee,web,Encino,USA,2007,"{'type': 'Point', 'coordinates': [-119.306607, 37.269175]}",37.269175,-119.306607,SodaHead,25,startup,6,6,6,6,40,40,40,40
12,5cd453a1e74b56f50369c6ef,software,Pleasanton,USA,2005,"{'type': 'Point', 'coordinates': [-121.904945, 37.692934]}",37.692934,-121.904945,Zoho,1600,large company,1,1,2,2,1600,1600,1622,1622
13,5cd453a1e74b56f50369c6f0,web,Seattle,USA,2005,"{'type': 'Point', 'coordinates': [-122.333253, 47.603122]}",47.603122,-122.333253,Wetpaint,47,startup,4,12,14,20,95,159,164,200
14,5cd453a1e74b56f50369c6f1,web,Sunnyvale,USA,2007,"{'type': 'Point', 'coordinates': [-122.02421, 37.36965]}",37.36965,-122.02421,coRank,0,startup,1,1,1,9,0,0,0,48
15,5cd453a1e74b56f50369c6f2,web,Southampton,GBR,2006,"{'type': 'Point', 'coordinates': [-1.3610845, 50.9444598]}",50.9444598,-1.3610845,Zamzar,2,startup,1,1,1,1,2,2,2,2
16,5cd453a1e74b56f50369c6f3,social,New York City,USA,2007,"{'type': 'Point', 'coordinates': [-73.985506, 40.757929]}",40.757929,-73.985506,MeetMoi,15,startup,3,14,19,45,25,138,229,506
17,5cd453a1e74b56f50369c6f4,web,Amsterdam,NLD,2007,"{'type': 'Point', 'coordinates': [4.8948623, 52.3745228]}",52.3745228,4.8948623,Wakoopa,8,startup,1,1,4,10,8,8,18,40
18,5cd453a1e74b56f50369c6f5,web,Seattle,USA,2005,"{'type': 'Point', 'coordinates': [-122.338793, 47.614653]}",47.614653,-122.338793,TripHub,6,startup,2,5,11,29,8,18,82,310
19,5cd453a1e74b56f50369c6f6,web,Mill Valley,USA,2007,"{'type': 'Point', 'coordinates': [-122.511687, 37.90077]}",37.90077,-122.511687,CrowdVine,10,startup,1,1,1,1,10,10,10,10
20,5cd453a1e74b56f50369c6f7,web,San Francisco,USA,2006,"{'type': 'Point', 'coordinates': [-122.414689, 37.758113]}",37.758113,-122.414689,Pageflakes,20,startup,1,5,6,28,20,32,35,216
21,5cd453a1e74b56f50369c6f8,web,Santa Clara,USA,2007,"{'type': 'Point', 'coordinates': [-121.940749, 37.380101]}",37.380101,-121.940749,Spotplex,3,startup,1,1,1,3,3,3,3,16
22,5cd453a1e74b56f50369c6f9,games_video,New York,USA,2006,"{'type': 'Point', 'coordinates': [-74.0094471, 40.7464969]}",40.7464969,-74.0094471,Joost,0,startup,3,4,9,32,11,41,88,371
23,5cd453a1e74b56f50369c6fa,web,Amsterdam,NLD,2006,"{'type': 'Point', 'coordinates': [4.908556, 52.375595]}",52.375595,4.908556,Fleck,3,startup,1,1,4,10,3,3,25,40
24,5cd453a1e74b56f50369c6fb,social,San Francisco,USA,2006,"{'type': 'Point', 'coordinates': [-122.4169244, 37.7768052]}",37.7768052,-122.4169244,Twitter,1300,large company,1,17,25,54,1300,1407,1505,1827
25,5cd453a1e74b56f50369c6fc,web,Paris,FRA,2006,"{'type': 'Point', 'coordinates': [2.381514, 48.866323]}",48.866323,2.381514,WatZatSong,3,startup,1,1,1,6,3,3,3,63
26,5cd453a1e74b56f50369c6fd,web,Palo Alto,USA,2006,"{'type': 'Point', 'coordinates': [-122.159928, 37.437328]}",37.437328,-122.159928,Terabitz,12,startup,5,5,17,25,30,30,90,137
27,5cd453a1e74b56f50369c6fe,web,Seattle,USA,2005,"{'type': 'Point', 'coordinates': [-122.358484, 47.618599]}",47.618599,-122.358484,Newsvine,8,startup,3,3,8,15,54,54,103,146
28,5cd453a1e74b56f50369c6ff,web,Charlottesville,USA,2006,"{'type': 'Point', 'coordinates': [-78.48158, 38.030823]}",38.030823,-78.48158,Hotelicopter,15,startup,1,1,1,1,15,15,15,15
29,5cd453a1e74b56f50369c700,web,Tel Aviv,ISR,2006,"{'type': 'Point', 'coordinates': [34.7595, 32.0554]}",32.0554,34.7595,Go2Web20,0,startup,8,8,8,8,69,69,69,69
30,5cd453a1e74b56f50369c701,web,San Francisco,USA,2007,"{'type': 'Point', 'coordinates': [-122.392861, 37.76785]}",37.76785,-122.392861,Ujogo,6,startup,1,1,7,29,6,6,42,324
31,5cd453a1e74b56f50369c702,web,San Francisco,USA,2007,"{'type': 'Point', 'coordinates': [-122.419204, 37.775196]}",37.775196,-122.419204,Seesmic,13,startup,14,17,22,41,91,1402,1489,1660
32,5cd453a1e74b56f50369c703,web,Woodland Hills,USA,2006,"{'type': 'Point', 'coordinates': [-118.601532, 34.184598]}",34.184598,-118.601532,Gumiyo,0,startup,1,1,1,1,0,0,0,0
33,5cd453a1e74b56f50369c704,web,San Francisco,USA,2005,"{'type': 'Point', 'coordinates': [-122.401116, 37.782103]}",37.782103,-122.401116,Bebo,0,startup,2,4,38,78,10,27,446,2118
34,5cd453a1e74b56f50369c705,software,Austin,USA,2005,"{'type': 'Point', 'coordinates': [-97.717667, 30.407545]}",30.407545,-97.717667,Bazaarvoice,600,large company,1,1,1,1,600,600,600,600
35,5cd453a1e74b56f50369c706,games_video,San Mateo,USA,2005,"{'type': 'Point', 'coordinates': [-122.2262606, 37.4858654]}",37.4858654,-122.2262606,Vuze,20,startup,1,1,3,3,20,20,63,63
36,5cd453a1e74b56f50369c707,web,Mill Valley,USA,2006,"{'type': 'Point', 'coordinates': [-122.547445, 37.905544]}",37.905544,-122.547445,Checkster,0,startup,1,3,3,3,0,3,3,3
37,5cd453a1e74b56f50369c708,web,Boulder,USA,2006,"{'type': 'Point', 'coordinates': [-105.276843, 40.010492]}",40.010492,-105.276843,IntenseDebate,4,startup,3,3,8,8,19,19,42,42
38,5cd453a1e74b56f50369c709,games_video,Seattle,USA,2005,"{'type': 'Point', 'coordinates': [-122.356756, 47.61968]}",47.61968,-122.356756,BuddyTV,20,startup,2,3,8,17,28,54,103,155
39,5cd453a1e74b56f50369c70a,web,Mountain View,USA,2007,"{'type': 'Point', 'coordinates': [-122.073003, 37.400465]}",37.400465,-122.073003,Buxfer,4,startup,3,3,4,7,28,28,33,48
40,5cd453a1e74b56f50369c70b,web,Bagnacavallo,ITA,2005,"{'type': 'Point', 'coordinates': [11.978686, 44.418166]}",44.418166,11.978686,Clipperz,2,startup,1,1,1,1,2,2,2,2
41,5cd453a1e74b56f50369c70c,web,Woodbridge,CAN,2005,"{'type': 'Point', 'coordinates': [-79.549577, 43.76969]}",43.76969,-79.549577,Webkinz,8657,large company,1,1,1,1,8657,8657,8657,8657
42,5cd453a1e74b56f50369c70d,software,San Francisco,USA,2008,"{'type': 'Point', 'coordinates': [-122.392142, 37.782263]}",37.782263,-122.392142,GoingOn,40,startup,5,12,27,61,114,163,350,715
43,5cd453a1e74b56f50369c70e,web,Tel Aviv,ISR,2006,"{'type': 'Point', 'coordinates': [34.7595, 32.0554]}",32.0554,34.7595,MeeMix,9,startup,8,8,8,8,69,69,69,69
44,5cd453a1e74b56f50369c70f,web,Menlo Park,USA,2005,"{'type': 'Point', 'coordinates': [-122.228843, 37.491356]}",37.491356,-122.228843,Flock,40,startup,1,2,3,3,40,43,63,63
45,5cd453a1e74b56f50369c710,web,Palo Alto,USA,2007,"{'type': 'Point', 'coordinates': [-105.276843, 40.010492]}",40.010492,-105.276843,Filtrbox,14,startup,3,3,8,8,19,19,42,42
46,5cd453a1e74b56f50369c711,web,Redmond,USA,2005,"{'type': 'Point', 'coordinates': [-122.135521, 47.682233]}",47.682233,-122.135521,Sampa,4,startup,1,1,3,4,4,4,14,23
47,5cd453a1e74b56f50369c712,software,Phoenix,USA,2006,"{'type': 'Point', 'coordinates': [-111.944967, 33.429864]}",33.429864,-111.944967,JumpBox,5,startup,1,1,1,1,5,5,5,5
48,5cd453a1e74b56f50369c713,games_video,San Francisco,USA,2007,"{'type': 'Point', 'coordinates': [-122.407959, 37.781557]}",37.781557,-122.407959,DanceJam,0,startup,3,3,21,82,16,16,1551,2172
49,5cd453a1e74b56f50369c714,games_video,San Francisco,USA,2006,"{'type': 'Point', 'coordinates': [-122.401245, 37.786942]}",37.786942,-122.401245,Kongregate,20,startup,3,15,41,67,59,213,509,2040
50,5cd453a1e74b56f50369c715,social,Burlingame,USA,2007,"{'type': 'Point', 'coordinates': [-104.982256, 39.762314]}",39.762314,-104.982256,Brightkite,0,startup,1,1,1,1,0,0,0,0
51,5cd453a1e74b56f50369c716,web,Palo Alto,USA,2005,"{'type': 'Point', 'coordinates': [-122.145783, 37.427235]}",37.427235,-122.145783,Doostang,10,startup,1,1,1,9,10,10,10,60
52,5cd453a1e74b56f50369c717,games_video,Boston,USA,2005,"{'type': 'Point', 'coordinates': [-71.058768, 42.350274]}",42.350274,-71.058768,MocoSpace,25,startup,2,3,6,8,35,45,91,125
53,5cd453a1e74b56f50369c718,web,Santa Monica,USA,2007,"{'type': 'Point', 'coordinates': [-118.495025, 34.018275]}",34.018275,-118.495025,Docstoc,40,startup,1,3,5,10,40,48,94,149
54,5cd453a1e74b56f50369c719,games_video,Bellevue,USA,2008,"{'type': 'Point', 'coordinates': [-122.151158, 47.597965]}",47.597965,-122.151158,YouBeQB,8,startup,1,1,1,1,8,8,8,8
55,5cd453a1e74b56f50369c71a,social,San Francisco,USA,2006,"{'type': 'Point', 'coordinates': [-122.419204, 37.775196]}",37.775196,-122.419204,Grockit,25,startup,14,17,22,41,91,1402,1489,1660
56,5cd453a1e74b56f50369c71b,web,San Mateo,USA,2006,"{'type': 'Point', 'coordinates': [-122.321836, 37.55909]}",37.55909,-122.321836,Respectance,15,startup,1,1,4,9,15,15,58,369
57,5cd453a1e74b56f50369c71c,web,San Francisco,USA,2007,"{'type': 'Point', 'coordinates': [-122.417928, 37.779392]}",37.779392,-122.417928,FeVote,1,startup,1,15,23,59,1,1395,1489,1909
58,5cd453a1e74b56f50369c71d,web,Saint Louis,USA,2006,"{'type': 'Point', 'coordinates': [-90.216499, 38.618874]}",38.618874,-90.216499,RampedMedia,6,startup,1,1,1,1,6,6,6,6
59,5cd453a1e74b56f50369c71e,web,Seattle,USA,2007,"{'type': 'Point', 'coordinates': [-122.3276962, 47.5999337]}",47.5999337,-122.3276962,EyeJot,5,startup,1,1,13,19,5,5,164,192
60,5cd453a1e74b56f50369c71f,web,San Francisco,USA,2007,"{'type': 'Point', 'coordinates': [-122.419204, 37.775196]}",37.775196,-122.419204,MicroPlace,15,startup,14,17,22,41,91,1402,1489,1660
61,5cd453a1e74b56f50369c720,web,Sassenage,FRA,2007,"{'type': 'Point', 'coordinates': [5.659066, 45.206889]}",45.206889,5.659066,CrowdSpirit,3,startup,1,1,1,1,3,3,3,3
62,5cd453a1e74b56f50369c721,games_video,Toronto,CAN,2007,"{'type': 'Point', 'coordinates': [-79.348037, 43.799511]}",43.799511,-79.348037,Contrastream,1,startup,1,1,1,1,1,1,1,1
63,5cd453a1e74b56f50369c722,games_video,San Francisco,USA,2008,"{'type': 'Point', 'coordinates': [-122.393229, 37.781265]}",37.781265,-122.393229,Crunchyroll,50,startup,6,14,27,59,118,188,350,709
64,5cd453a1e74b56f50369c723,web,New York,USA,2006,"{'type': 'Point', 'coordinates': [-74.004592, 40.74406]}",40.74406,-74.004592,Behance,30,startup,1,6,11,52,30,68,102,702
65,5cd453a1e74b56f50369c724,games_video,Seattle,USA,2007,"{'type': 'Point', 'coordinates': [-122.333523, 47.611012]}",47.611012,-122.333523,MediaPops,0,startup,1,2,14,27,0,2,140,299
66,5cd453a1e74b56f50369c725,web,New York,USA,2007,"{'type': 'Point', 'coordinates': [-73.986771, 40.753202]}",40.753202,-73.986771,LineUpNewYork,0,startup,2,13,31,52,11,124,346,635
67,5cd453a1e74b56f50369c726,web,Austin,USA,2007,"{'type': 'Point', 'coordinates': [-97.770174, 30.34497]}",30.34497,-97.770174,GotStatus,0,startup,1,1,1,1,0,0,0,0
68,5cd453a1e74b56f50369c727,software,San Mateo,USA,2005,"{'type': 'Point', 'coordinates': [-122.228595, 37.453687]}",37.453687,-122.228595,Attributor,0,startup,1,1,1,1,0,0,0,0
69,5cd453a1e74b56f50369c728,web,McLean,USA,2007,"{'type': 'Point', 'coordinates': [-79.420926, 38.003376]}",38.003376,-79.420926,Mixx,11,startup,1,1,1,1,11,11,11,11
70,5cd453a1e74b56f50369c729,games_video,Seattle,USA,2006,"{'type': 'Point', 'coordinates': [-122.335943, 47.6015315]}",47.6015315,-122.335943,FlowPlay,30,startup,3,11,13,20,47,156,164,200
71,5cd453a1e74b56f50369c72a,software,Portland,USA,2006,"{'type': 'Point', 'coordinates': [-122.675448, 45.5241278]}",45.5241278,-122.675448,Vidoop,30,startup,1,2,4,4,30,32,49,49
72,5cd453a1e74b56f50369c72b,web,The Woodlands,USA,2006,"{'type': 'Point', 'coordinates': [-95.536, 30.182107]}",30.182107,-95.536,IMSafer,5,startup,1,1,1,1,5,5,5,5
73,5cd453a1e74b56f50369c72c,web,Sammamish,USA,2007,"{'type': 'Point', 'coordinates': [-122.084356, 47.585114]}",47.585114,-122.084356,Feedjit,2,startup,1,1,1,1,2,2,2,2
74,5cd453a1e74b56f50369c72d,web,La Jolla,USA,2006,"{'type': 'Point', 'coordinates': [-117.274609, 32.847521]}",32.847521,-117.274609,app2you,4,startup,1,1,2,2,4,4,49,49
75,5cd453a1e74b56f50369c72e,software,Needham,USA,2006,"{'type': 'Point', 'coordinates': [-71.238524, 42.296111]}",42.296111,-71.238524,RatePoint,45,startup,1,1,1,1,45,45,45,45
76,5cd453a1e74b56f50369c72f,web,Chicago,USA,2006,"{'type': 'Point', 'coordinates': [-87.63406, 41.890376]}",41.890376,-87.63406,Viewpoints,15,startup,2,3,4,11,23,30,40,117
77,5cd453a1e74b56f50369c730,social,Santa Monica,USA,2005,"{'type': 'Point', 'coordinates': [-118.493592, 34.01533]}",34.01533,-118.493592,ThisNext,0,startup,2,3,8,9,8,48,131,146
78,5cd453a1e74b56f50369c731,web,Cambridge,USA,2007,"{'type': 'Point', 'coordinates': [-71.118487, 42.375392]}",42.375392,-71.118487,UpDown,5,startup,3,5,5,6,668,674,674,678
79,5cd453a1e74b56f50369c732,web,San Francisco,USA,2006,"{'type': 'Point', 'coordinates': [-122.306571, 37.799549]}",37.799549,-122.306571,Data360,0,startup,1,1,1,1,0,0,0,0
80,5cd453a1e74b56f50369c733,web,Cambridge,USA,2006,"{'type': 'Point', 'coordinates': [-71.118487, 42.375392]}",42.375392,-71.118487,GamerDNA,13,startup,3,5,5,6,668,674,674,678
81,5cd453a1e74b56f50369c734,web,Los Gatos,USA,2007,"{'type': 'Point', 'coordinates': [-121.983814, 37.222604]}",37.222604,-121.983814,Houseglue,5,startup,1,1,3,3,5,5,13,13
82,5cd453a1e74b56f50369c735,web,San Mateo,USA,2007,"{'type': 'Point', 'coordinates': [-122.285714, 37.557637]}",37.557637,-122.285714,SpeedDate,0,startup,1,2,3,7,0,2,42,590
83,5cd453a1e74b56f50369c736,web,Los Angeles,USA,2005,"{'type': 'Point', 'coordinates': [-118.42749, 34.064491]}",34.064491,-118.42749,mEgo,15,startup,1,1,2,5,15,15,18,24
84,5cd453a1e74b56f50369c737,games_video,Berkeley,USA,2006,"{'type': 'Point', 'coordinates': [-122.26999, 37.887864]}",37.887864,-122.26999,Realius,3,startup,1,1,1,5,3,3,3,48
85,5cd453a1e74b56f50369c738,games_video,Solana Beach,USA,2006,"{'type': 'Point', 'coordinates': [-117.077311, 33.020832]}",33.020832,-117.077311,Metaplace,12,startup,1,1,1,1,12,12,12,12
86,5cd453a1e74b56f50369c739,web,Sunnyvale,USA,2006,"{'type': 'Point', 'coordinates': [-122.012475, 37.384239]}",37.384239,-122.012475,Tripwiser,0,startup,3,5,6,8,13,41,57,93
87,5cd453a1e74b56f50369c73a,software,Livermore,USA,2006,"{'type': 'Point', 'coordinates': [-121.803572, 37.661237]}",37.661237,-121.803572,BroadClip,8,startup,1,1,1,1,8,8,8,8
88,5cd453a1e74b56f50369c73b,software,New London,USA,2007,"{'type': 'Point', 'coordinates': [-72.105722, 41.345754]}",41.345754,-72.105722,ITema,0,startup,1,1,1,1,0,0,0,0
89,5cd453a1e74b56f50369c73c,web,San Mateo,USA,2013,"{'type': 'Point', 'coordinates': [-122.323895, 37.566879]}",37.566879,-122.323895,Fixya,30,startup,2,3,4,6,38,43,58,71
90,5cd453a1e74b56f50369c73d,web,Irving,USA,2006,"{'type': 'Point', 'coordinates': [-96.9403, 32.860831]}",32.860831,-96.9403,Syntraxis,6,startup,1,1,1,1,6,6,6,6
91,5cd453a1e74b56f50369c73e,web,Marina del Rey,USA,2006,"{'type': 'Point', 'coordinates': [-118.445271, 33.977854]}",33.977854,-118.445271,BuzzDash,0,startup,1,1,1,3,0,0,0,18
92,5cd453a1e74b56f50369c73f,software,San Francisco,USA,2005,"{'type': 'Point', 'coordinates': [-122.393041, 37.779558]}",37.779558,-122.393041,GroupSwim,9,startup,3,17,22,56,59,202,270,681
93,5cd453a1e74b56f50369c740,software,San Francisco,USA,2006,"{'type': 'Point', 'coordinates': [-122.404052, 37.789634]}",37.789634,-122.404052,Xobni,0,startup,4,16,33,70,31,206,366,2083
94,5cd453a1e74b56f50369c741,games_video,Sunnyvale,USA,2006,"{'type': 'Point', 'coordinates': [-122.036849, 37.369195]}",37.369195,-122.036849,EkkoTV,0,startup,2,3,3,5,2,17,17,19
95,5cd453a1e74b56f50369c742,web,,NZL,2006,"{'type': 'Point', 'coordinates': [175.2604, -37.797384]}",-37.797384,175.2604,Type-Any-Circle-Of-Six,0,startup,1,1,1,1,0,0,0,0
96,5cd453a1e74b56f50369c743,web,Boulder,USA,2006,"{'type': 'Point', 'coordinates': [-105.38018, 40.048078]}",40.048078,-105.38018,Kerpoof,0,startup,1,1,1,1,0,0,0,0
97,5cd453a1e74b56f50369c744,web,San Francisco,USA,2006,"{'type': 'Point', 'coordinates': [-122.421341, 37.793742]}",37.793742,-122.421341,YourStreet,6,startup,1,4,4,41,6,50,50,1653
98,5cd453a1e74b56f50369c745,web,Los Angeles,USA,2005,"{'type': 'Point', 'coordinates': [-118.4419012, 34.0481711]}",34.0481711,-118.4419012,Orgoo,15,startup,1,1,1,3,15,15,15,20
99,5cd453a1e74b56f50369c746,games_video,Tel Aviv,ISR,2006,"{'type': 'Point', 'coordinates': [34.7595, 32.0554]}",32.0554,34.7595,SuTree,5,startup,8,8,8,8,69,69,69,69
100,5cd453a1e74b56f50369c747,web,Mill Valley,USA,2006,"{'type': 'Point', 'coordinates': [-122.542491, 37.904468]}",37.904468,-122.542491,Stixy,0,startup,2,3,3,3,3,3,3,3
101,5cd453a1e74b56f50369c748,web,Mountain View,USA,2007,"{'type': 'Point', 'coordinates': [-122.104099, 37.401355]}",37.401355,-122.104099,SueEasy,6,startup,1,1,1,2,6,6,6,17
102,5cd453a1e74b56f50369c749,games_video,San Mateo,USA,2006,"{'type': 'Point', 'coordinates': [-122.300246, 37.553743]}",37.553743,-122.300246,Veodia,15,startup,2,2,4,8,38,38,338,365
103,5cd453a1e74b56f50369c74a,web,San Francisco,USA,2006,"{'type': 'Point', 'coordinates': [-122.430127, 37.772542]}",37.772542,-122.430127,Crusher,3,startup,1,1,5,30,3,3,33,1522
104,5cd453a1e74b56f50369c74b,web,,USA,2007,"{'type': 'Point', 'coordinates': [-117.20717, 32.856744]}",32.856744,-117.20717,RecipeMatcher,2,startup,1,1,1,1,2,2,2,2
105,5cd453a1e74b56f50369c74c,web,Conshohocken,USA,2006,"{'type': 'Point', 'coordinates': [-75.298032, 40.09665]}",40.09665,-75.298032,XLNTads,6,startup,1,1,1,1,6,6,6,6
106,5cd453a1e74b56f50369c74d,web,HELSINKI,FIN,2007,"{'type': 'Point', 'coordinates': [24.9279199, 60.1760995]}",60.1760995,24.9279199,Floobs,10,startup,1,1,1,5,10,10,10,50
107,5cd453a1e74b56f50369c74e,web,Los Altos,USA,2006,"{'type': 'Point', 'coordinates': [-122.085807, 37.351894]}",37.351894,-122.085807,SezWho,9,startup,1,1,1,1,9,9,9,9
108,5cd453a1e74b56f50369c74f,games_video,Poughkeepsie,USA,2007,"{'type': 'Point', 'coordinates': [-73.938638, 41.705555]}",41.705555,-73.938638,Mixaloo,4,startup,1,1,1,1,4,4,4,4
109,5cd453a1e74b56f50369c750,web,Berlin,DEU,2006,"{'type': 'Point', 'coordinates': [13.398694, 52.523402]}",52.523402,13.398694,Plazes,15,startup,1,1,1,4,15,15,15,385
110,5cd453a1e74b56f50369c751,web,San Francisco,USA,2007,"{'type': 'Point', 'coordinates': [-122.397672, 37.786906]}",37.786906,-122.397672,Disqus,43,startup,4,11,38,64,79,195,468,723
111,5cd453a1e74b56f50369c752,games_video,Campbell,USA,2007,"{'type': 'Point', 'coordinates': [-121.956295, 37.279132]}",37.279132,-121.956295,DraftMix,3,startup,1,1,1,1,3,3,3,3
112,5cd453a1e74b56f50369c753,games_video,,USA,2007,"{'type': 'Point', 'coordinates': [-94.370901, 38.977092]}",38.977092,-94.370901,FilmCrave,3,startup,1,1,1,1,3,3,3,3
113,5cd453a1e74b56f50369c754,web,Centreville,USA,2005,"{'type': 'Point', 'coordinates': [-77.4582, 38.84919]}",38.84919,-77.4582,BrainKeeper,10,startup,1,1,1,1,10,10,10,10
114,5cd453a1e74b56f50369c755,web,Lincoln,USA,2007,"{'type': 'Point', 'coordinates': [-71.288568, 42.402378]}",42.402378,-71.288568,StylePath,4,startup,1,1,1,1,4,4,4,4
115,5cd453a1e74b56f50369c756,games_video,Los Angleles,USA,2007,"{'type': 'Point', 'coordinates': [-118.468672, 34.064139]}",34.064139,-118.468672,GotCast,5,startup,1,1,1,1,5,5,5,5
116,5cd453a1e74b56f50369c757,web,Tel Aviv,ISR,2006,"{'type': 'Point', 'coordinates': [34.7595, 32.0554]}",32.0554,34.7595,Yedda,5,startup,8,8,8,8,69,69,69,69
117,5cd453a1e74b56f50369c758,web,Sunnyvale,USA,2005,"{'type': 'Point', 'coordinates': [-122.012475, 37.384239]}",37.384239,-122.012475,Minekey,7,startup,3,5,6,8,13,41,57,93
118,5cd453a1e74b56f50369c759,software,Seattle,USA,2006,"{'type': 'Point', 'coordinates': [-122.3355636, 47.6018824]}",47.6018824,-122.3355636,Jackson Fish Market,3,startup,4,11,13,20,49,156,164,200
119,5cd453a1e74b56f50369c75a,web,San Francisco,USA,2007,"{'type': 'Point', 'coordinates': [-122.394958, 37.781262]}",37.781262,-122.394958,Dipity,4,startup,6,14,28,62,82,188,380,2015
120,5cd453a1e74b56f50369c75b,web,Emeryville,USA,2007,"{'type': 'Point', 'coordinates': [-122.296411, 37.838225]}",37.838225,-122.296411,RepairPal,25,startup,1,1,2,3,25,25,35,60
121,5cd453a1e74b56f50369c75c,web,Branchburg,USA,2005,"{'type': 'Point', 'coordinates': [-74.67117, 40.59865]}",40.59865,-74.67117,Congoo,5,startup,1,1,1,1,5,5,5,5
122,5cd453a1e74b56f50369c75d,software,Marina del Rey,USA,2007,"{'type': 'Point', 'coordinates': [-118.455798, 33.971132]}",33.971132,-118.455798,littleye,3,startup,1,1,1,2,3,3,3,3
123,5cd453a1e74b56f50369c75e,web,Toronto,CAN,2006,"{'type': 'Point', 'coordinates': [-79.386755, 43.670233]}",43.670233,-79.386755,Sneakerplay,0,startup,4,4,4,5,13,13,13,63
124,5cd453a1e74b56f50369c75f,web,San Francisco,USA,2007,"{'type': 'Point', 'coordinates': [-122.402468, 37.803847]}",37.803847,-122.402468,GameLayers,5,startup,2,4,10,37,9,16,56,411
125,5cd453a1e74b56f50369c760,web,Van Nuys,USA,2007,"{'type': 'Point', 'coordinates': [-118.474261, 34.210785]}",34.210785,-118.474261,Dopetracks,4,startup,1,1,1,1,4,4,4,4
126,5cd453a1e74b56f50369c761,web,Seattle,USA,2006,"{'type': 'Point', 'coordinates': [-122.347533, 47.620716]}",47.620716,-122.347533,RealSelf,23,startup,4,4,13,19,46,46,126,161
127,5cd453a1e74b56f50369c762,web,Rotterdam,NLD,2005,"{'type': 'Point', 'coordinates': [4.5188631, 51.9562996]}",51.9562996,4.5188631,Woophy,0,startup,1,1,1,1,0,0,0,0
128,5cd453a1e74b56f50369c763,games_video,Norderstedt,DEU,2009,"{'type': 'Point', 'coordinates': [10.023246, 53.707739]}",53.707739,10.023246,alluc,7,startup,1,1,1,1,7,7,7,7
129,5cd453a1e74b56f50369c764,web,San Francisco,USA,2007,"{'type': 'Point', 'coordinates': [-122.495222, 37.856331]}",37.856331,-122.495222,Whiskey Media,12,startup,1,1,1,1,12,12,12,12
130,5cd453a1e74b56f50369c765,web,New York,USA,2007,"{'type': 'Point', 'coordinates': [-77.095965, 38.984172]}",38.984172,-77.095965,WEbook,10,startup,1,1,2,2,10,10,22,22
131,5cd453a1e74b56f50369c766,web,Atlanta,USA,2007,"{'type': 'Point', 'coordinates': [-84.3927, 33.7759]}",33.7759,-84.3927,Skribit,3,startup,1,1,1,3,3,3,3,27
132,5cd453a1e74b56f50369c767,software,Waltham,USA,2005,"{'type': 'Point', 'coordinates': [-71.255857, 42.405685]}",42.405685,-71.255857,xkoto,45,startup,1,1,1,1,45,45,45,45
133,5cd453a1e74b56f50369c768,web,Mumbai,IND,2007,"{'type': 'Point', 'coordinates': [72.8545019, 19.0627565]}",19.0627565,72.8545019,Adhysteria,0,startup,1,1,1,1,0,0,0,0
